English,Spanish
"14. Mrs. JIMENEZ BUTRAGUEÑO said that since she had a special interest in the elderly she felt that the word corresponding to ""adults"" in the Spanish text was not sufficient and that the Spanish text should contain a reference to ancianos or old people in particular.
","14. La Sra. JIMENEZ BUTRAGUEÑO dice que puesto que le interesa en especial el tema de los ancianos, considera que la frase ""personas de edad madura"" utilizada en el texto español para traducir adults no es suficiente y que en dicho texto debería aparecer una referencia a los ""ancianos"" o a las personas de edad en particular.
"
"15. The CHAIRMAN suggested the text formulation ""adults, including the elderly"".
","15. El PRESIDENTE sugiere la redacción ""personas de edad madura, incluidos ancianos"".
"
"16. Mrs. JIMENEZ BUTRAGUEÑO and Mr. MRATCHKOV endorsed the Chairman's suggestion.
","16. La Sra. JIMENEZ BUTRAGUEÑO y el Sr. MRATCHKOV hacen suya la sugerencia del Presidente.
"
"17. Paragraph 8, as amended, was adopted.
","17. Queda aprobado el párrafo 8 en su forma enmendada.
"
"Paragraph 9
","Párrafo 9
"
"18. Mr. SPARSIS pointed out that for the sake of consistency the word ""establishments"" in the second line of paragraph 9 should be replaced by the word ""institutions"".
","18. El Sr. SPARSIS señala que en aras de la uniformidad debe reemplazarse la palabra ""establecimientos"" que aparece en la segunda línea del párrafo 9 por la palabra ""instituciones"".
"
"19. Mr. KOUZNETSOV said that the word in the Russian text corresponding to the word ""maintenance"" in the second sentence in paragraph 9 was not very satisfactory and that the translation would have to be made more specific.
","19. El Sr. KOUZNETSOV dice que la palabra del texto ruso que corresponde a la palabra maintenance en la segunda oración del párrafo 9 no es muy satisfactoria y que la traducción debe ser más específica.
"
"His remarks referred only to the Russian text.
","Sus observaciones se refieren sólo al texto ruso.
"
"20. Paragraph 9, as amended, was adopted.
","20. Queda aprobado el párrafo 9 con las modificaciones introducidas.
"
"Paragraph 10
","Párrafo 10
"
"21. Mr. SIMMA said that when drafting the concluding observations on Belarus he had included a reference to the introduction of fees for tenth and eleventh grade education.
","21. El Sr. SIMMA dice que cuando redactó las observaciones finales sobre Belarús incluyó una referencia al hecho de que se comenzará a pagar por la educación recibida en los 10º y 11º grados.
"
"He suggested that the statement in question should be included in the paragraph.
","Sugiere que se incluya en el párrafo la observación mencionada.
"
"22. Mr. KOUZNETSOV recalled that the representative of Belarus had said that the Government intended to introduce fees for higher study and that it was not an accomplished fact.
","22. El Sr. KOUZNETSOV recuerda que el representante de Belarús dijo que el Gobierno proyectaba que fuera de pago la enseñanza superior, pero que no se trataba de un hecho consumado.
"
"23. Mr. SIMMA said that Mr. Kouznetsov was correct.
","23. El Sr. SIMMA dice que el Sr. Kouznetsov tiene razón.
"
"The relevant passage in the concluding observations read ""the Committee notes with particular concern the intention of the Government of Belarus to introduce fees for education in the tenth and eleventh grades"".
","El pasaje pertinente de las observaciones finales dice: ""el Comité observa con especial preocupación la intención del Gobierno de Belarús de que se pague por la educación recibida en el 10º y 11º grados"".
"
"He suggested the insertion after the words ""expenditure on education"" of the sentence ""They therefore had the intention to introduce fees for education in the tenth and eleventh grades."".
","Sugiere que después de las palabras ""los gastos dedicados a la enseñanza"" se inserte la frase ""Por consiguiente, tenían la intención de que se pagara por la educación recibida en los 10º y 11º grados"".
"
"24. Paragraph 10, as amended, was adopted.
","24. Queda aprobado el párrafo 10 en su forma enmendada.
"
"Paragraph 11
","Párrafo 11
"
"25. Mr. SPARSIS proposed that in the penultimate line of the paragraph the term ""equivalent employee"" should be amended to read ""comparable employee"".
","25. El Sr. SPARSIS propone que en la penúltima línea del párrafo se cambie la frase ""empleado de nivel correspondiente"" por ""empleado de nivel análogo"".
"
"26. Paragraph 11, as amended, was adopted.
","26. Queda aprobado el párrafo 11 con las modificaciones introducidas.
"
"Paragraphs 12-18
","Párrafos 12 a 18
"
"27. Paragraphs 12-18 were adopted.
","27. Quedan aprobados los párrafos 12 a 18.
"
"28. Document E/C.12/1992/CRP.1/Add.1, as amended, was adopted.
","28. Queda aprobado el documento E/C.12/1992/CRP.1/Add.1 en su forma enmendada.
"
"29. The CHAIRMAN noted that the text of the concluding observations on Belarus which had been adopted at an earlier meeting by the Committee would be included in the final report.
","29. El PRESIDENTE señala que en el informe definitivo se incluirán las observaciones finales sobre Belarús aprobadas por el Comité en una sesión anterior.
"
"E/C.12/1992/CRP.1/Add.2
","E/C.12/1992/CRP.1/Add.2
"
"Paragraph 1
","Párrafo 1
"
"30. The CHAIRMAN said that a reference to 4 December 1992 would be added to paragraph 1.
","30. El PRESIDENTE dice que se añadirá al párrafo 1 una referencia al 4 de diciembre de 1992.
"
"31. Paragraph 1, as amended, was adopted.
","31. Queda aprobado el párrafo 1 con la modificación introducida.
"
"Paragraphs 2-4
","Párrafos 2 a 4
"
"32. Paragraphs 2-4 were adopted.
","32. Quedan aprobados los párrafos 2 a 4.
"
"Paragraph 5
","Párrafo 5
"
"33. Mr. SIMMA pointed out that the last sentence of the paragraph stated that the Polish Charter of Rights and Freedoms provided that all citizens ""could seize any of the international human rights bodies established under treaties"", whereas many human rights bodies could not be seized by individuals.
","33. El Sr. SIMMA señala que en la última frase del párrafo se dice que en la Carta de Derechos y Libertades polaca se preveía que todo ciudadano ""pudiera someter su caso a cualquiera de los órganos internacionales de defensa de los derechos humanos"", mientras que en realidad los particulares no pueden someter sus casos a muchos de esos órganos.
"
"34. The CHAIRMAN suggested that the phrase should be amended to read: ""could, where appropriate, submit communications to relevant human rights bodies"".
","34. El PRESIDENTE sugiere que se modifique la frase para que diga: ""pudiera, cuando correspondiese, presentar comunicaciones a los órganos de derechos humanos pertinentes"".
"
"35. Paragraph 5, as amended, was adopted.
","35. Queda aprobado el párrafo 5 en su forma enmendada.
"
"Paragraphs 6-8
","Párrafos 6 a 8
"
"36. Paragraphs 6-8 were adopted.
","36. Quedan aprobados los párrafos 6 a 8.
"
